	sample	Lane	name
8	43A_1	2	43_A1
9	43B_1	2	43_B1
10	45A_1	2	45_A1
11	46A_1	2	46_A1
8	43A_2	2	43_A2
9	43B_2	2	43_B2
10	45A_2	2	45_A2
11	46A_2	2	46_A2
